text,label
"instead , it 'll only put you to sleep .",0
refreshing .,4
"generic slasher-movie nonsense , but it 's not without style .",2
the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson ...,4
"the film did n't move me one way or the other , but it was an honest effort and if you want to see a flick about telemarketers this one will due .",2
derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .,0
`` an entire film about researchers quietly reading dusty old letters . '',0
the kind of sense of humor that derives from a workman 's grasp of pun and entendre and its attendant need to constantly draw attention to itself .,2
"... with the gifted pearce on hand to keep things on semi-stable ground dramatically , this retooled machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself .",4
"spielberg 's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later .",4
"how on earth , or anywhere else , did director ron underwood manage to blow $ 100 million on this ?",0
"it 's got its heart in the right place , but it also wilts after awhile .",2
"as pure over-the-top trash , any john waters movie has it beat by a country mile .",0
"the search for redemption makes for a touching love story , mainly because blanchett and ribisi compellingly tap into a spiritual aspect of their characters ' suffering .",4
ruh-roh !,2
"from the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line , `` besotted '' is misbegotten",0
"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was earnest .",4
one of those films that started with a great premise and then just fell apart .,0
"` the film is stark , straightforward and deadly ... an unnatural calm that 's occasionally shaken by ... blasts of rage , and later , violent jealousy . '",2
"nonsensical , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting .",0
"it 's also clear from the start that the transporter is running purely on adrenaline , and once the initial high wears off , the film 's shortcomings start to shine through .",2
"the film 's best trick is the way that it treats conspiracy as a kind of political blair witch , a monstrous murk that haunts us precisely because it can never be seen .",2
"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon\/bourne or his predicament .",0
"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .",2
the movie has an avalanche of eye-popping visual effects .,4
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,4
"a burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at .",4
"the movie is our story as much as it is schmidt 's , no matter if it 's viewed as a self-reflection or cautionary tale .",2
"best of all is garcia , who perfectly portrays the desperation of a very insecure man .",4
p.t. anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .,4
a well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .,4
"it 's all gratuitous before long , as if schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",2
"the appeal of the vulgar , sexist , racist humour went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet .",0
"it kinda works and qualifies as cool at times , but is just too lame to work or be cool at others .",2
the most brilliant work in this genre since the 1984 uncut version of sergio leone 's flawed but staggering once upon a time in america .,4
"it 's so laddish and juvenile , only teenage boys could possibly find it funny .",2
"it may not be as cutting , as witty or as true as back in the glory days of weekend and two or three things i know about her , but who else engaged in filmmaking today is so cognizant of the cultural and moral issues involved in the process ?",2
the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions .,4
